counter,shot_type,made,attempts,percentage
1600,reverse layup,2369,3479,0.6809427996550733
1600,layup,19427,42071,0.46176701290675287
1600,driving dunk,1234,1313,0.9398324447829398
1600,tip,2242,4535,0.4943770672546858
1600,driving finger roll,599,785,0.7630573248407644
1600,slam dunk,2803,2855,0.9817863397548161
1600,turnaround hook,429,709,0.6050775740479548
1600,alley oop layup,338,452,0.7477876106194691
1600,running hook,414,699,0.592274678111588
1600,alley oop dunk,1137,1248,0.9110576923076923
1600,running layup,708,1089,0.650137741046832
1600,jump hook,1115,1800,0.6194444444444445
1600,tip-in,11,71,0.15492957746478872
1600,turnaround finger roll,20,23,0.8695652173913043
1600,hook bank,92,107,0.8598130841121495
1600,reverse dunk,236,253,0.932806324110672
1600,3pt,13834,36655,0.3774109944073114
1600,fade away jumper,1263,2150,0.5874418604651163
1600,driving hook,157,273,0.575091575091575
1600,finger roll,259,377,0.6870026525198939
1600,running finger roll,40,51,0.7843137254901961
1600,running finger,37,52,0.7115384615384616
1600,alley oop layup shot,187,258,0.7248062015503876
1600,running tip-in,3,3,1.0
1600,de souza jump,1,1,1.0
1600,de souza driving layup,1,1,1.0
1600,running tip,11,12,0.9166666666666666
1600,running 3pt,5,5,1.0
1600,driving reverse layup,150,200,0.75
1600,running reverse layup,18,23,0.782608695652174
1600,putback dunk,152,168,0.9047619047619048
1600,driving jump,45,68,0.6617647058823529
1600,turnaround fade away,141,263,0.5361216730038023
1600,putback layup,231,262,0.8816793893129771
1600,running slam dunk,25,25,1.0
1600,turnaround bank,85,93,0.9139784946236559
1600,floating jump,229,336,0.6815476190476191
1600,jump bank hook,11,12,0.9166666666666666
1600,driving bank hook,4,6,0.6666666666666666
1600,step back jump,99,148,0.668918918918919
1600,finger roll layup,185,241,0.7676348547717843
1600,driving finger roll layup,275,333,0.8258258258258259
1600,driving slam dunk,90,91,0.989010989010989
1600,pullup jump,261,406,0.6428571428571429
1600,fade away bank,22,25,0.88
1600,running bank hook,3,4,0.75
1600,putback slam dunk,47,51,0.9215686274509803
1600,running bank,133,158,0.8417721518987342
1600,running finger roll layup,22,27,0.8148148148148148
1600,reverse slam dunk,16,17,0.9411764705882353
1600,driving bank,19,23,0.8260869565217391
1600,pullup bank,17,21,0.8095238095238095
1600,turnaround bank hook,6,9,0.6666666666666666
1600,putback reverse dunk,1,2,0.5
1700,hook,2383,5239,0.45485779728955905
1700,jump bank,1785,2584,0.6907894736842105
1700,jump,41190,118205,0.3484624169874371
1700,turnaround jump,2853,5304,0.5378959276018099
1700,running dunk,239,247,0.9676113360323887
1700,driving layup,11119,14725,0.7551103565365025
1700,running jump,3245,5597,0.5797748793996784
1700,follow up dunk,488,538,0.9070631970260223
1700,dunk,4882,5621,0.8685287315424302
1700,fade away,766,1226,0.6247960848287113
1700,reverse layup,2493,3672,0.678921568627451
1700,layup,20584,44616,0.461359153666846
1700,driving dunk,1323,1411,0.9376328844790929
1700,tip,2383,4819,0.4945009338036937
1700,driving finger roll,599,785,0.7630573248407644
1700,slam dunk,2966,3023,0.9811445583857096
1700,turnaround hook,457,749,0.6101468624833111
1700,alley oop layup,380,506,0.7509881422924901
1700,running hook,439,743,0.5908479138627187
1700,alley oop dunk,1215,1341,0.9060402684563759
1700,running layup,766,1177,0.6508071367884452
1700,jump hook,1168,1898,0.6153846153846154
1700,tip-in,11,71,0.15492957746478872
1700,turnaround finger roll,20,23,0.8695652173913043
1700,hook bank,98,115,0.8521739130434782
1700,reverse dunk,253,271,0.933579335793358
1700,3pt,15154,40271,0.3763005636810608
1700,fade away jumper,1390,2371,0.5862505272037115
1700,driving hook,163,282,0.5780141843971631
1700,finger roll,259,377,0.6870026525198939
1700,running finger roll,40,51,0.7843137254901961
1700,running finger,37,52,0.7115384615384616
1700,alley oop layup shot,187,258,0.7248062015503876
1700,running tip-in,3,3,1.0
1700,de souza jump,1,1,1.0
1700,de souza driving layup,1,1,1.0
1700,running tip,12,13,0.9230769230769231
1700,running 3pt,5,5,1.0
1700,driving reverse layup,183,248,0.7379032258064516
1700,running reverse layup,19,26,0.7307692307692307
1700,putback dunk,193,213,0.9061032863849765
1700,driving jump,51,79,0.6455696202531646
1700,turnaround fade away,180,329,0.547112462006079
1700,putback layup,300,352,0.8522727272727273
1700,running slam dunk,31,31,1.0
1700,turnaround bank,102,119,0.8571428571428571
1700,floating jump,283,418,0.6770334928229665
1700,jump bank hook,12,13,0.9230769230769231
1700,driving bank hook,5,7,0.7142857142857143
1700,step back jump,128,187,0.6844919786096256
1700,finger roll layup,214,279,0.7670250896057348
1700,driving finger roll layup,317,398,0.7964824120603015
1700,driving slam dunk,114,115,0.991304347826087
1700,pullup jump,339,536,0.6324626865671642
1700,fade away bank,28,33,0.8484848484848485
1700,running bank hook,4,6,0.6666666666666666
1700,putback slam dunk,66,70,0.9428571428571428
1700,running bank,156,193,0.8082901554404145
1700,running finger roll layup,27,33,0.8181818181818182
1700,reverse slam dunk,22,24,0.9166666666666666
1700,driving bank,22,27,0.8148148148148148
1700,pullup bank,21,25,0.84
1700,turnaround bank hook,7,11,0.6363636363636364
1700,putback reverse dunk,1,2,0.5
1800,hook,2499,5488,0.45535714285714285
1800,jump bank,1868,2714,0.68828297715549
1800,jump,43229,124009,0.3485956664435646
1800,turnaround jump,3012,5616,0.5363247863247863
1800,running dunk,254,262,0.9694656488549618
1800,driving layup,11760,15543,0.7566106929164254
1800,running jump,3400,5862,0.5800068236096895
1800,follow up dunk,488,538,0.9070631970260223
1800,dunk,5161,5939,0.8690015154066341
1800,fade away,766,1226,0.6247960848287113
1800,reverse layup,2623,3857,0.6800622245268343
1800,layup,21707,47140,0.46047942299533307
1800,driving dunk,1414,1506,0.9389110225763613
1800,tip,2524,5121,0.49287248584260884
1800,driving finger roll,599,785,0.7630573248407644
1800,slam dunk,3155,3214,0.9816428126944617
1800,turnaround hook,487,794,0.6133501259445844
1800,alley oop layup,413,551,0.7495462794918331
1800,running hook,458,777,0.5894465894465895
1800,alley oop dunk,1291,1424,0.9066011235955056
1800,running layup,800,1239,0.645682001614205
1800,jump hook,1224,1997,0.6129193790686029
1800,tip-in,11,71,0.15492957746478872
1800,turnaround finger roll,20,23,0.8695652173913043
1800,hook bank,110,128,0.859375
1800,reverse dunk,265,287,0.9233449477351916
1800,3pt,16422,43822,0.37474327963123544
1800,fade away jumper,1515,2574,0.5885780885780886
1800,driving hook,173,300,0.5766666666666667
1800,finger roll,259,377,0.6870026525198939
1800,running finger roll,40,51,0.7843137254901961
1800,running finger,37,52,0.7115384615384616
1800,alley oop layup shot,187,258,0.7248062015503876
1800,running tip-in,3,3,1.0
1800,de souza jump,1,1,1.0
1800,de souza driving layup,1,1,1.0
1800,running tip,16,18,0.8888888888888888
1800,running 3pt,5,5,1.0
1800,driving reverse layup,208,286,0.7272727272727273
1800,running reverse layup,21,29,0.7241379310344828
1800,putback dunk,235,260,0.9038461538461539
1800,driving jump,56,88,0.6363636363636364
1800,turnaround fade away,213,383,0.556135770234987
1800,putback layup,326,379,0.8601583113456465
1800,running slam dunk,34,34,1.0
1800,turnaround bank,118,140,0.8428571428571429
1800,floating jump,337,484,0.6962809917355371
1800,jump bank hook,14,15,0.9333333333333333
1800,driving bank hook,6,8,0.75
1800,step back jump,165,250,0.66
1800,finger roll layup,253,326,0.7760736196319018
1800,driving finger roll layup,383,483,0.7929606625258799
1800,driving slam dunk,137,139,0.9856115107913669
1800,pullup jump,412,663,0.6214177978883861
1800,fade away bank,35,41,0.8536585365853658
1800,running bank hook,4,6,0.6666666666666666
1800,putback slam dunk,88,92,0.9565217391304348
1800,running bank,180,220,0.8181818181818182
1800,running finger roll layup,32,38,0.8421052631578947
1800,reverse slam dunk,26,28,0.9285714285714286
1800,driving bank,25,30,0.8333333333333334
1800,pullup bank,25,29,0.8620689655172413
1800,turnaround bank hook,9,13,0.6923076923076923
1800,putback reverse dunk,2,3,0.6666666666666666
1900,hook,2608,5762,0.4526206178410274
1900,jump bank,1935,2816,0.6871448863636364
1900,jump,45234,129712,0.3487264092759344
1900,turnaround jump,3206,5978,0.5362997658079626
1900,running dunk,275,283,0.9717314487632509
1900,driving layup,12354,16395,0.7535224153705398
1900,running jump,3565,6193,0.5756499273373163
1900,follow up dunk,488,538,0.9070631970260223
1900,dunk,5456,6296,0.866581956797967
1900,fade away,766,1226,0.6247960848287113
1900,reverse layup,2765,4071,0.6791943011545075
1900,layup,22809,49498,0.4608064972322114
1900,driving dunk,1513,1611,0.9391682184978274
1900,tip,2646,5395,0.4904541241890639
1900,driving finger roll,599,785,0.7630573248407644
1900,slam dunk,3351,3412,0.9821219226260258
1900,turnaround hook,514,834,0.6163069544364509
1900,alley oop layup,441,593,0.7436762225969646
1900,running hook,483,822,0.5875912408759124
1900,alley oop dunk,1379,1520,0.9072368421052631
1900,running layup,861,1327,0.6488319517709118
1900,jump hook,1295,2123,0.6099858690532266
1900,tip-in,11,71,0.15492957746478872
1900,turnaround finger roll,20,23,0.8695652173913043
1900,hook bank,112,132,0.8484848484848485
1900,reverse dunk,283,309,0.9158576051779935
1900,3pt,17713,47405,0.3736525682944837
1900,fade away jumper,1639,2827,0.5797665369649806
1900,driving hook,178,311,0.572347266881029
1900,finger roll,259,377,0.6870026525198939
1900,running finger roll,40,51,0.7843137254901961
1900,running finger,37,52,0.7115384615384616
1900,alley oop layup shot,187,258,0.7248062015503876
1900,running tip-in,3,3,1.0
1900,de souza jump,1,1,1.0
1900,de souza driving layup,1,1,1.0
1900,running tip,18,20,0.9
1900,running 3pt,5,5,1.0
1900,driving reverse layup,252,349,0.7220630372492837
1900,running reverse layup,27,35,0.7714285714285715
1900,putback dunk,266,297,0.8956228956228957
1900,driving jump,66,101,0.6534653465346535
1900,turnaround fade away,252,447,0.5637583892617449
1900,putback layup,400,463,0.8639308855291576
1900,running slam dunk,37,37,1.0
1900,turnaround bank,132,157,0.8407643312101911
1900,floating jump,378,538,0.7026022304832714
1900,jump bank hook,19,20,0.95
1900,driving bank hook,8,10,0.8
1900,step back jump,199,305,0.6524590163934426
1900,finger roll layup,280,365,0.7671232876712328
1900,driving finger roll layup,443,561,0.7896613190730838
1900,driving slam dunk,163,165,0.9878787878787879
1900,pullup jump,490,767,0.6388526727509778
1900,fade away bank,39,46,0.8478260869565217
1900,running bank hook,4,6,0.6666666666666666
1900,putback slam dunk,95,99,0.9595959595959596
1900,running bank,220,266,0.8270676691729323
1900,running finger roll layup,41,47,0.8723404255319149
1900,reverse slam dunk,33,35,0.9428571428571428
1900,driving bank,34,40,0.85
1900,pullup bank,29,33,0.8787878787878788
1900,turnaround bank hook,10,14,0.7142857142857143
1900,putback reverse dunk,3,4,0.75
2000,hook,2704,6007,0.45014150158148825
2000,jump bank,1999,2919,0.684823569715656
2000,jump,47220,135449,0.34861829913842113
2000,turnaround jump,3361,6289,0.5344251868341549
2000,running dunk,293,301,0.973421926910299
2000,driving layup,13002,17269,0.752909838438821
2000,running jump,3750,6535,0.5738332058148432
2000,follow up dunk,488,538,0.9070631970260223
2000,dunk,5759,6638,0.8675805965652305
2000,fade away,766,1226,0.6247960848287113
2000,reverse layup,2881,4251,0.677722888732063
2000,layup,23899,51902,0.4604639512928211
2000,driving dunk,1609,1720,0.9354651162790698
2000,tip,2783,5707,0.48764674960574733
2000,driving finger roll,599,785,0.7630573248407644
2000,slam dunk,3550,3614,0.9822910902047592
2000,turnaround hook,537,883,0.608154020385051
2000,alley oop layup,467,635,0.7354330708661417
2000,running hook,514,879,0.5847554038680318
2000,alley oop dunk,1468,1624,0.9039408866995073
2000,running layup,932,1420,0.6563380281690141
2000,jump hook,1365,2239,0.6096471639124609
2000,tip-in,11,71,0.15492957746478872
2000,turnaround finger roll,20,23,0.8695652173913043
2000,hook bank,113,134,0.8432835820895522
2000,reverse dunk,294,321,0.9158878504672897
2000,3pt,19051,50999,0.373556344242044
2000,fade away jumper,1775,3061,0.579875857562888
2000,driving hook,189,335,0.564179104477612
2000,finger roll,259,377,0.6870026525198939
2000,running finger roll,40,51,0.7843137254901961
2000,running finger,37,52,0.7115384615384616
2000,alley oop layup shot,187,258,0.7248062015503876
2000,running tip-in,3,3,1.0
2000,de souza jump,1,1,1.0
2000,de souza driving layup,1,1,1.0
2000,running tip,18,20,0.9
2000,running 3pt,5,5,1.0
2000,driving reverse layup,302,411,0.7347931873479319
2000,running reverse layup,29,37,0.7837837837837838
2000,putback dunk,299,335,0.8925373134328358
2000,driving jump,78,120,0.65
2000,turnaround fade away,290,517,0.5609284332688588
2000,putback layup,452,518,0.8725868725868726
2000,running slam dunk,44,44,1.0
2000,turnaround bank,140,169,0.8284023668639053
2000,floating jump,425,606,0.7013201320132013
2000,jump bank hook,19,20,0.95
2000,driving bank hook,9,11,0.8181818181818182
2000,step back jump,238,379,0.6279683377308707
2000,finger roll layup,326,417,0.7817745803357314
2000,driving finger roll layup,514,656,0.7835365853658537
2000,driving slam dunk,208,211,0.985781990521327
2000,pullup jump,601,938,0.6407249466950959
2000,fade away bank,45,52,0.8653846153846154
2000,running bank hook,4,6,0.6666666666666666
2000,putback slam dunk,112,116,0.9655172413793104
2000,running bank,260,314,0.8280254777070064
2000,running finger roll layup,49,55,0.8909090909090909
2000,reverse slam dunk,39,41,0.9512195121951219
2000,driving bank,42,48,0.875
2000,pullup bank,34,40,0.85
2000,turnaround bank hook,11,15,0.7333333333333333
2000,putback reverse dunk,3,4,0.75
2100,hook,2839,6307,0.4501347708894879
2100,jump bank,2086,3051,0.6837102589314978
2100,jump,49311,141244,0.34911925462320526
2100,turnaround jump,3503,6585,0.5319665907365224
2100,running dunk,313,321,0.9750778816199377
2100,driving layup,13689,18234,0.7507403751233959
2100,running jump,3933,6865,0.5729060451565914
2100,follow up dunk,488,538,0.9070631970260223
2100,dunk,6097,7012,0.8695094124358242
2100,fade away,766,1226,0.6247960848287113
2100,reverse layup,3043,4484,0.678635147190009
2100,layup,24998,54338,0.4600463763848504
2100,driving dunk,1700,1815,0.9366391184573003
2100,tip,2925,5999,0.487581263543924
2100,driving finger roll,599,785,0.7630573248407644
2100,slam dunk,3689,3757,0.9819004524886877
2100,turnaround hook,569,924,0.6158008658008658
2100,alley oop layup,501,675,0.7422222222222222
2100,running hook,548,938,0.5842217484008528
2100,alley oop dunk,1582,1749,0.9045168667810177
2100,running layup,978,1499,0.6524349566377585
2100,jump hook,1437,2362,0.6083827265029635
2100,tip-in,11,71,0.15492957746478872
2100,turnaround finger roll,20,23,0.8695652173913043
2100,hook bank,116,137,0.8467153284671532
2100,reverse dunk,308,335,0.9194029850746268
2100,3pt,20414,54632,0.37366378679162393
2100,fade away jumper,1901,3297,0.5765847740370034
2100,driving hook,195,347,0.5619596541786743
2100,finger roll,259,377,0.6870026525198939
2100,running finger roll,40,51,0.7843137254901961
2100,running finger,37,52,0.7115384615384616
2100,alley oop layup shot,187,258,0.7248062015503876
2100,running tip-in,3,3,1.0
2100,de souza jump,1,1,1.0
2100,de souza driving layup,1,1,1.0
2100,running tip,18,20,0.9
2100,running 3pt,5,5,1.0
2100,driving reverse layup,342,460,0.7434782608695653
2100,running reverse layup,35,43,0.813953488372093
2100,putback dunk,344,385,0.8935064935064935
2100,driving jump,97,141,0.6879432624113475
2100,turnaround fade away,316,562,0.5622775800711743
2100,putback layup,502,576,0.8715277777777778
2100,running slam dunk,50,50,1.0
2100,turnaround bank,152,187,0.8128342245989305
2100,floating jump,488,692,0.7052023121387283
2100,jump bank hook,22,23,0.9565217391304348
2100,driving bank hook,10,12,0.8333333333333334
2100,step back jump,268,427,0.6276346604215457
2100,finger roll layup,365,466,0.7832618025751072
2100,driving finger roll layup,570,729,0.7818930041152263
2100,driving slam dunk,229,232,0.9870689655172413
2100,pullup jump,695,1054,0.6593927893738141
2100,fade away bank,48,57,0.8421052631578947
2100,running bank hook,7,9,0.7777777777777778
2100,putback slam dunk,119,124,0.9596774193548387
2100,running bank,297,360,0.825
2100,running finger roll layup,56,64,0.875
2100,reverse slam dunk,43,45,0.9555555555555556
2100,driving bank,46,53,0.8679245283018868
2100,pullup bank,35,41,0.8536585365853658
2100,turnaround bank hook,13,18,0.7222222222222222
2100,putback reverse dunk,3,4,0.75
2200,hook,2921,6503,0.4491773027833308
2200,jump bank,2152,3156,0.6818757921419518
2200,jump,51218,146776,0.3489535073854036
2200,turnaround jump,3655,6903,0.5294799362595973
2200,running dunk,335,343,0.9766763848396501
2200,driving layup,14329,19149,0.7482897279231292
2200,running jump,4129,7228,0.5712506917542889
2200,follow up dunk,488,538,0.9070631970260223
2200,dunk,6377,7332,0.8697490452809602
2200,fade away,766,1226,0.6247960848287113
2200,reverse layup,3183,4680,0.6801282051282052
2200,layup,26050,56632,0.4599872863398785
2200,driving dunk,1796,1920,0.9354166666666667
2200,tip,3078,6305,0.4881839809674861
2200,driving finger roll,599,785,0.7630573248407644
2200,slam dunk,3847,3919,0.9816279663179382
2200,turnaround hook,600,973,0.6166495375128469
2200,alley oop layup,544,729,0.7462277091906722
2200,running hook,572,992,0.5766129032258065
2200,alley oop dunk,1673,1847,0.9057931781266919
2200,running layup,1050,1605,0.6542056074766355
2200,jump hook,1506,2482,0.6067687348912167
2200,tip-in,11,71,0.15492957746478872
2200,turnaround finger roll,20,23,0.8695652173913043
2200,hook bank,120,141,0.851063829787234
2200,reverse dunk,319,347,0.9193083573487032
2200,3pt,21785,58337,0.3734336698836073
2200,fade away jumper,2039,3547,0.5748519875951509
2200,driving hook,204,367,0.555858310626703
2200,finger roll,259,377,0.6870026525198939
2200,running finger roll,40,51,0.7843137254901961
2200,running finger,37,52,0.7115384615384616
2200,alley oop layup shot,187,258,0.7248062015503876
2200,running tip-in,3,3,1.0
2200,de souza jump,1,1,1.0
2200,de souza driving layup,1,1,1.0
2200,running tip,18,21,0.8571428571428571
2200,running 3pt,5,5,1.0
2200,driving reverse layup,395,528,0.7481060606060606
2200,running reverse layup,42,52,0.8076923076923077
2200,putback dunk,371,416,0.8918269230769231
2200,driving jump,108,173,0.6242774566473989
2200,turnaround fade away,364,656,0.5548780487804879
2200,putback layup,557,645,0.8635658914728682
2200,running slam dunk,56,56,1.0
2200,turnaround bank,167,206,0.8106796116504854
2200,floating jump,537,772,0.6955958549222798
2200,jump bank hook,27,29,0.9310344827586207
2200,driving bank hook,11,14,0.7857142857142857
2200,step back jump,326,526,0.6197718631178707
2200,finger roll layup,403,516,0.7810077519379846
2200,driving finger roll layup,640,825,0.7757575757575758
2200,driving slam dunk,260,264,0.9848484848484849
2200,pullup jump,840,1256,0.6687898089171974
2200,fade away bank,53,63,0.8412698412698413
2200,running bank hook,7,10,0.7
2200,putback slam dunk,132,137,0.9635036496350365
2200,running bank,324,399,0.8120300751879699
2200,running finger roll layup,63,74,0.8513513513513513
2200,reverse slam dunk,47,49,0.9591836734693877
2200,driving bank,54,63,0.8571428571428571
2200,pullup bank,46,53,0.8679245283018868
2200,turnaround bank hook,14,19,0.7368421052631579
2200,putback reverse dunk,3,4,0.75
2300,hook,3021,6731,0.44881889763779526
2300,jump bank,2244,3294,0.6812386156648452
2300,jump,53252,152532,0.3491201846169984
2300,turnaround jump,3785,7172,0.5277467930842163
2300,running dunk,351,359,0.9777158774373259
2300,driving layup,14937,19950,0.7487218045112782
2300,running jump,4324,7561,0.5718820261870123
2300,follow up dunk,488,538,0.9070631970260223
2300,dunk,6683,7670,0.8713168187744459
2300,fade away,766,1226,0.6247960848287113
2300,reverse layup,3300,4848,0.6806930693069307
2300,layup,27179,59045,0.46030993310187146
2300,driving dunk,1883,2013,0.9354197714853453
2300,tip,3221,6589,0.488845044771589
2300,driving finger roll,599,785,0.7630573248407644
2300,slam dunk,4000,4079,0.9806325079676391
2300,turnaround hook,630,1031,0.6110572259941804
2300,alley oop layup,575,776,0.740979381443299
2300,running hook,591,1035,0.5710144927536231
2300,alley oop dunk,1792,1974,0.9078014184397163
2300,running layup,1109,1695,0.6542772861356932
2300,jump hook,1579,2605,0.6061420345489443
2300,tip-in,11,71,0.15492957746478872
2300,turnaround finger roll,20,23,0.8695652173913043
2300,hook bank,126,150,0.84
2300,reverse dunk,336,366,0.9180327868852459
2300,3pt,23140,62062,0.3728529534981148
2300,fade away jumper,2146,3746,0.5728777362520021
2300,driving hook,212,384,0.5520833333333334
2300,finger roll,259,377,0.6870026525198939
2300,running finger roll,40,51,0.7843137254901961
2300,running finger,37,52,0.7115384615384616
2300,alley oop layup shot,187,258,0.7248062015503876
2300,running tip-in,3,3,1.0
2300,de souza jump,1,1,1.0
2300,de souza driving layup,1,1,1.0
2300,running tip,19,22,0.8636363636363636
2300,running 3pt,5,5,1.0
2300,driving reverse layup,442,587,0.7529812606473595
2300,running reverse layup,45,57,0.7894736842105263
2300,putback dunk,412,458,0.8995633187772926
2300,driving jump,119,198,0.601010101010101
2300,turnaround fade away,401,725,0.5531034482758621
2300,putback layup,612,712,0.8595505617977528
2300,running slam dunk,62,62,1.0
2300,turnaround bank,188,229,0.8209606986899564
2300,floating jump,590,853,0.6916764361078547
2300,jump bank hook,29,32,0.90625
2300,driving bank hook,11,15,0.7333333333333333
2300,step back jump,375,602,0.6229235880398671
2300,finger roll layup,436,561,0.7771836007130125
2300,driving finger roll layup,709,915,0.774863387978142
2300,driving slam dunk,294,299,0.9832775919732442
2300,pullup jump,978,1451,0.6740179186767746
2300,fade away bank,59,70,0.8428571428571429
2300,running bank hook,10,13,0.7692307692307693
2300,putback slam dunk,142,147,0.9659863945578231
2300,running bank,357,445,0.802247191011236
2300,running finger roll layup,69,83,0.8313253012048193
2300,reverse slam dunk,51,53,0.9622641509433962
2300,driving bank,60,70,0.8571428571428571
2300,pullup bank,55,62,0.8870967741935484
2300,turnaround bank hook,16,21,0.7619047619047619
2300,putback reverse dunk,3,4,0.75
2400,hook,3129,6990,0.4476394849785408
2400,jump bank,2327,3422,0.6800116890707188
2400,jump,55208,158328,0.34869385074023546
2400,turnaround jump,3904,7451,0.5239565159039055
2400,running dunk,370,379,0.9762532981530343
2400,driving layup,15607,20838,0.74896823111623
2400,running jump,4470,7835,0.570516911295469
2400,follow up dunk,488,538,0.9070631970260223
2400,dunk,6965,7998,0.8708427106776694
2400,fade away,766,1226,0.6247960848287113
2400,reverse layup,3438,5045,0.6814667988107037
2400,layup,28298,61566,0.45963681252639443
2400,driving dunk,1946,2080,0.9355769230769231
2400,tip,3359,6871,0.4888662494542279
2400,driving finger roll,599,785,0.7630573248407644
2400,slam dunk,4168,4248,0.9811676082862524
2400,turnaround hook,653,1073,0.608574091332712
2400,alley oop layup,604,820,0.7365853658536585
2400,running hook,619,1082,0.5720887245841035
2400,alley oop dunk,1858,2052,0.905458089668616
2400,running layup,1154,1761,0.6553094832481544
2400,jump hook,1653,2729,0.6057163796262367
2400,tip-in,11,71,0.15492957746478872
2400,turnaround finger roll,20,23,0.8695652173913043
2400,hook bank,130,155,0.8387096774193549
2400,reverse dunk,347,377,0.9204244031830239
2400,3pt,24402,65657,0.3716587721035076
2400,fade away jumper,2285,3970,0.575566750629723
2400,driving hook,218,394,0.5532994923857868
2400,finger roll,259,377,0.6870026525198939
2400,running finger roll,40,51,0.7843137254901961
2400,running finger,37,52,0.7115384615384616
2400,alley oop layup shot,187,258,0.7248062015503876
2400,running tip-in,3,3,1.0
2400,de souza jump,1,1,1.0
2400,de souza driving layup,1,1,1.0
2400,running tip,20,23,0.8695652173913043
2400,running 3pt,5,5,1.0
2400,driving reverse layup,477,642,0.7429906542056075
2400,running reverse layup,50,62,0.8064516129032258
2400,putback dunk,454,501,0.906187624750499
2400,driving jump,130,213,0.6103286384976526
2400,turnaround fade away,427,778,0.5488431876606684
2400,putback layup,671,780,0.8602564102564103
2400,running slam dunk,66,66,1.0
2400,turnaround bank,199,244,0.8155737704918032
2400,floating jump,643,930,0.6913978494623656
2400,jump bank hook,31,34,0.9117647058823529
2400,driving bank hook,12,16,0.75
2400,step back jump,412,653,0.6309341500765697
2400,finger roll layup,473,610,0.7754098360655738
2400,driving finger roll layup,762,973,0.7831449126413155
2400,driving slam dunk,326,332,0.9819277108433735
2400,pullup jump,1092,1595,0.6846394984326019
2400,fade away bank,65,76,0.8552631578947368
2400,running bank hook,11,14,0.7857142857142857
2400,putback slam dunk,162,167,0.9700598802395209
2400,running bank,385,484,0.7954545454545454
2400,running finger roll layup,72,86,0.8372093023255814
2400,reverse slam dunk,58,60,0.9666666666666667
2400,driving bank,64,77,0.8311688311688312
2400,pullup bank,62,69,0.8985507246376812
2400,turnaround bank hook,17,22,0.7727272727272727
2400,putback reverse dunk,3,4,0.75
2500,hook,3226,7232,0.44607300884955753
2500,jump bank,2411,3551,0.6789636722050126
2500,jump,57022,163919,0.3478669342785156
2500,turnaround jump,4046,7746,0.5223341079266718
2500,running dunk,386,396,0.9747474747474747
2500,driving layup,16218,21662,0.7486843320099714
2500,running jump,4614,8102,0.5694890150580104
2500,follow up dunk,488,538,0.9070631970260223
2500,dunk,7231,8304,0.8707851637764933
2500,fade away,766,1226,0.6247960848287113
2500,reverse layup,3562,5230,0.6810707456978967
2500,layup,29389,64091,0.4585511226225211
2500,driving dunk,1993,2132,0.9348030018761726
2500,tip,3501,7174,0.4880122665179816
2500,driving finger roll,599,785,0.7630573248407644
2500,slam dunk,4308,4391,0.981097699840583
2500,turnaround hook,683,1124,0.6076512455516014
2500,alley oop layup,633,861,0.735191637630662
2500,running hook,655,1141,0.5740578439964943
2500,alley oop dunk,1929,2129,0.9060591827148896
2500,running layup,1237,1880,0.6579787234042553
2500,jump hook,1713,2841,0.6029567053854277
2500,tip-in,11,71,0.15492957746478872
2500,turnaround finger roll,20,23,0.8695652173913043
2500,hook bank,138,164,0.8414634146341463
2500,reverse dunk,359,389,0.922879177377892
2500,3pt,25623,69069,0.3709768492377188
2500,fade away jumper,2420,4208,0.5750950570342205
2500,driving hook,227,409,0.5550122249388753
2500,finger roll,259,377,0.6870026525198939
2500,running finger roll,40,51,0.7843137254901961
2500,running finger,37,52,0.7115384615384616
2500,alley oop layup shot,187,258,0.7248062015503876
2500,running tip-in,3,3,1.0
2500,de souza jump,1,1,1.0
2500,de souza driving layup,1,1,1.0
2500,running tip,22,25,0.88
2500,running 3pt,5,5,1.0
2500,driving reverse layup,522,702,0.7435897435897436
2500,running reverse layup,51,65,0.7846153846153846
2500,putback dunk,491,538,0.912639405204461
2500,driving jump,154,251,0.6135458167330677
2500,turnaround fade away,489,880,0.5556818181818182
2500,putback layup,734,866,0.8475750577367206
2500,running slam dunk,75,75,1.0
2500,turnaround bank,219,274,0.7992700729927007
2500,floating jump,705,1029,0.685131195335277
2500,jump bank hook,35,38,0.9210526315789473
2500,driving bank hook,14,18,0.7777777777777778
2500,step back jump,442,699,0.6323319027181689
2500,finger roll layup,508,663,0.7662141779788839
2500,driving finger roll layup,805,1028,0.7830739299610895
2500,driving slam dunk,350,357,0.9803921568627451
2500,pullup jump,1256,1820,0.6901098901098901
2500,fade away bank,71,83,0.8554216867469879
2500,running bank hook,11,14,0.7857142857142857
2500,putback slam dunk,170,175,0.9714285714285714
2500,running bank,407,515,0.7902912621359224
2500,running finger roll layup,76,91,0.8351648351648352
2500,reverse slam dunk,62,64,0.96875
2500,driving bank,70,84,0.8333333333333334
2500,pullup bank,69,76,0.9078947368421053
2500,turnaround bank hook,18,23,0.782608695652174
2500,putback reverse dunk,3,4,0.75
2600,hook,3325,7455,0.4460093896713615
2600,jump bank,2471,3659,0.6753211259907078
2600,jump,58982,169248,0.3484945169219134
2600,turnaround jump,4198,8037,0.5223342043050889
2600,running dunk,402,413,0.9733656174334141
2600,driving layup,16840,22504,0.748311411304657
2600,running jump,4784,8413,0.5686437656008558
2600,follow up dunk,488,538,0.9070631970260223
2600,dunk,7525,8638,0.8711507293354943
