counter,shot_type,made,attempts,percentage
2600,fade away,766,1226,0.6247960848287113
2600,reverse layup,3689,5428,0.6796241709653648
2600,layup,30581,66763,0.4580531132513518
2600,driving dunk,2056,2200,0.9345454545454546
2600,tip,3658,7489,0.48844972626518895
2600,driving finger roll,599,785,0.7630573248407644
2600,slam dunk,4522,4609,0.9811238880451291
2600,turnaround hook,703,1168,0.6018835616438356
2600,alley oop layup,667,912,0.731359649122807
2600,running hook,680,1192,0.5704697986577181
2600,alley oop dunk,2003,2215,0.9042889390519188
2600,running layup,1297,1952,0.6644467213114754
2600,jump hook,1779,2969,0.5991916470191984
2600,tip-in,11,71,0.15492957746478872
2600,turnaround finger roll,20,23,0.8695652173913043
2600,hook bank,141,167,0.844311377245509
2600,reverse dunk,367,400,0.9175
2600,3pt,26964,72724,0.3707716847258127
2600,fade away jumper,2529,4426,0.5713962946226842
2600,driving hook,234,424,0.5518867924528302
2600,finger roll,259,377,0.6870026525198939
2600,running finger roll,40,51,0.7843137254901961
2600,running finger,37,52,0.7115384615384616
2600,alley oop layup shot,187,258,0.7248062015503876
2600,running tip-in,3,3,1.0
2600,de souza jump,1,1,1.0
2600,de souza driving layup,1,1,1.0
2600,running tip,22,25,0.88
2600,running 3pt,5,5,1.0
2600,driving reverse layup,580,773,0.7503234152652005
2600,running reverse layup,57,74,0.7702702702702703
2600,putback dunk,551,599,0.9198664440734557
2600,driving jump,173,287,0.6027874564459931
2600,turnaround fade away,519,940,0.5521276595744681
2600,putback layup,789,933,0.8456591639871383
2600,running slam dunk,81,82,0.9878048780487805
2600,turnaround bank,230,287,0.8013937282229965
2600,floating jump,753,1099,0.6851683348498635
2600,jump bank hook,36,39,0.9230769230769231
2600,driving bank hook,15,20,0.75
2600,step back jump,487,768,0.6341145833333334
2600,finger roll layup,532,701,0.7589158345221113
2600,driving finger roll layup,861,1099,0.7834394904458599
2600,driving slam dunk,383,390,0.982051282051282
2600,pullup jump,1365,1993,0.6848971399899649
2600,fade away bank,78,94,0.8297872340425532
2600,running bank hook,11,14,0.7857142857142857
2600,putback slam dunk,189,194,0.9742268041237113
2600,running bank,440,555,0.7927927927927928
2600,running finger roll layup,83,99,0.8383838383838383
2600,reverse slam dunk,66,69,0.9565217391304348
2600,driving bank,73,87,0.8390804597701149
2600,pullup bank,71,81,0.8765432098765432
2600,turnaround bank hook,20,26,0.7692307692307693
2600,putback reverse dunk,3,4,0.75
2700,hook,3430,7667,0.4473718533976784
2700,jump bank,2549,3785,0.6734478203434611
2700,jump,60851,174721,0.3482752502561226
2700,turnaround jump,4336,8317,0.521341829986774
2700,running dunk,426,437,0.9748283752860412
2700,driving layup,17527,23478,0.7465286651333163
2700,running jump,4949,8729,0.5669607056936647
2700,follow up dunk,488,538,0.9070631970260223
2700,dunk,7797,8958,0.8703951774949765
2700,fade away,766,1226,0.6247960848287113
2700,reverse layup,3807,5601,0.6797000535618639
2700,layup,31638,69181,0.45732209710758737
2700,driving dunk,2128,2279,0.9337428696796841
2700,tip,3790,7771,0.48771071934114013
2700,driving finger roll,599,785,0.7630573248407644
2700,slam dunk,4691,4784,0.9805602006688964
2700,turnaround hook,735,1227,0.5990220048899756
2700,alley oop layup,698,953,0.7324239244491081
2700,running hook,712,1256,0.5668789808917197
2700,alley oop dunk,2085,2306,0.9041630529054641
2700,running layup,1353,2027,0.667488899851998
2700,jump hook,1834,3082,0.5950681375730046
2700,tip-in,11,71,0.15492957746478872
2700,turnaround finger roll,20,23,0.8695652173913043
2700,hook bank,143,171,0.8362573099415205
2700,reverse dunk,379,414,0.9154589371980676
2700,3pt,28306,76469,0.37016307261766207
2700,fade away jumper,2631,4643,0.5666594874003876
2700,driving hook,246,441,0.5578231292517006
2700,finger roll,259,377,0.6870026525198939
2700,running finger roll,40,51,0.7843137254901961
2700,running finger,37,52,0.7115384615384616
2700,alley oop layup shot,187,258,0.7248062015503876
2700,running tip-in,3,3,1.0
2700,de souza jump,1,1,1.0
2700,de souza driving layup,1,1,1.0
2700,running tip,24,27,0.8888888888888888
2700,running 3pt,5,5,1.0
2700,driving reverse layup,629,848,0.7417452830188679
2700,running reverse layup,60,78,0.7692307692307693
2700,putback dunk,601,652,0.9217791411042945
2700,driving jump,188,320,0.5875
2700,turnaround fade away,565,1019,0.5544651619234544
2700,putback layup,878,1043,0.8418024928092043
2700,running slam dunk,90,92,0.9782608695652174
2700,turnaround bank,248,310,0.8
2700,floating jump,821,1212,0.6773927392739274
2700,jump bank hook,38,41,0.926829268292683
2700,driving bank hook,15,20,0.75
2700,step back jump,518,818,0.6332518337408313
2700,finger roll layup,568,744,0.7634408602150538
2700,driving finger roll layup,944,1206,0.7827529021558872
2700,driving slam dunk,414,422,0.981042654028436
2700,pullup jump,1525,2215,0.6884875846501128
2700,fade away bank,83,102,0.8137254901960784
2700,running bank hook,11,14,0.7857142857142857
2700,putback slam dunk,198,203,0.9753694581280788
2700,running bank,466,590,0.7898305084745763
2700,running finger roll layup,90,106,0.8490566037735849
2700,reverse slam dunk,67,70,0.9571428571428572
2700,driving bank,79,95,0.8315789473684211
2700,pullup bank,77,88,0.875
2700,turnaround bank hook,22,29,0.7586206896551724
2700,putback reverse dunk,3,4,0.75
2800,hook,3523,7890,0.4465145754119138
2800,jump bank,2613,3900,0.67
2800,jump,62677,179969,0.3482655346198512
2800,turnaround jump,4499,8648,0.5202358926919519
2800,running dunk,446,457,0.975929978118162
2800,driving layup,18185,24404,0.745164727093919
2800,running jump,5101,9089,0.5612278578501485
2800,follow up dunk,488,538,0.9070631970260223
2800,dunk,8087,9297,0.8698504894051845
2800,fade away,766,1226,0.6247960848287113
2800,reverse layup,3915,5780,0.6773356401384083
2800,layup,32683,71575,0.45662591687041565
2800,driving dunk,2203,2358,0.9342663273960984
2800,tip,3930,8069,0.4870492006444417
2800,driving finger roll,599,785,0.7630573248407644
2800,slam dunk,4862,4958,0.9806373537716822
2800,turnaround hook,754,1269,0.5941686367218282
2800,alley oop layup,728,1005,0.7243781094527363
2800,running hook,740,1306,0.5666156202143952
2800,alley oop dunk,2154,2380,0.9050420168067227
2800,running layup,1402,2098,0.6682554814108675
2800,jump hook,1876,3164,0.5929203539823009
2800,tip-in,11,71,0.15492957746478872
2800,turnaround finger roll,20,23,0.8695652173913043
2800,hook bank,148,178,0.8314606741573034
2800,reverse dunk,394,431,0.91415313225058
2800,3pt,29598,80067,0.36966540522312563
2800,fade away jumper,2758,4899,0.562972035109206
2800,driving hook,254,456,0.5570175438596491
2800,finger roll,259,377,0.6870026525198939
2800,running finger roll,40,51,0.7843137254901961
2800,running finger,37,52,0.7115384615384616
2800,alley oop layup shot,187,258,0.7248062015503876
2800,running tip-in,3,3,1.0
2800,de souza jump,1,1,1.0
2800,de souza driving layup,1,1,1.0
2800,running tip,24,27,0.8888888888888888
2800,running 3pt,5,5,1.0
2800,driving reverse layup,674,913,0.7382256297918949
2800,running reverse layup,67,86,0.7790697674418605
2800,putback dunk,645,700,0.9214285714285714
2800,driving jump,204,348,0.5862068965517241
2800,turnaround fade away,599,1074,0.5577281191806331
2800,putback layup,952,1143,0.8328958880139983
2800,running slam dunk,98,100,0.98
2800,turnaround bank,263,327,0.8042813455657493
2800,floating jump,877,1303,0.6730621642363775
2800,jump bank hook,38,41,0.926829268292683
2800,driving bank hook,16,21,0.7619047619047619
2800,step back jump,553,878,0.6298405466970387
2800,finger roll layup,606,800,0.7575
2800,driving finger roll layup,997,1269,0.7856579984239559
2800,driving slam dunk,443,451,0.9822616407982262
2800,pullup jump,1656,2408,0.6877076411960132
2800,fade away bank,86,106,0.8113207547169812
2800,running bank hook,11,14,0.7857142857142857
2800,putback slam dunk,205,211,0.9715639810426541
2800,running bank,511,647,0.7897990726429676
2800,running finger roll layup,93,111,0.8378378378378378
2800,reverse slam dunk,73,76,0.9605263157894737
2800,driving bank,82,99,0.8282828282828283
2800,pullup bank,77,88,0.875
2800,turnaround bank hook,22,29,0.7586206896551724
2800,putback reverse dunk,3,4,0.75
2900,hook,3628,8106,0.44756970145571184
2900,jump bank,2679,4013,0.6675803638175928
2900,jump,64605,185393,0.34847594029979556
2900,turnaround jump,4630,8919,0.5191164928803678
2900,running dunk,459,471,0.9745222929936306
2900,driving layup,18837,25334,0.7435462224678298
2900,running jump,5259,9400,0.559468085106383
2900,follow up dunk,488,538,0.9070631970260223
2900,dunk,8392,9634,0.8710815860494083
2900,fade away,766,1226,0.6247960848287113
2900,reverse layup,4024,5934,0.6781260532524436
2900,layup,33740,73926,0.4564023482942402
2900,driving dunk,2271,2436,0.9322660098522167
2900,tip,4051,8336,0.48596449136276393
2900,driving finger roll,599,785,0.7630573248407644
2900,slam dunk,5004,5103,0.9805996472663139
2900,turnaround hook,780,1307,0.5967865340474369
2900,alley oop layup,762,1049,0.7264061010486177
2900,running hook,774,1367,0.5662033650329188
2900,alley oop dunk,2251,2483,0.9065646395489327
2900,running layup,1458,2181,0.6685006877579092
2900,jump hook,1929,3271,0.589727911953531
2900,tip-in,11,71,0.15492957746478872
2900,turnaround finger roll,20,23,0.8695652173913043
2900,hook bank,153,183,0.8360655737704918
2900,reverse dunk,399,437,0.9130434782608695
2900,3pt,31006,83753,0.3702076343533963
2900,fade away jumper,2881,5142,0.5602878257487359
2900,driving hook,263,471,0.5583864118895966
2900,finger roll,259,377,0.6870026525198939
2900,running finger roll,40,51,0.7843137254901961
2900,running finger,37,52,0.7115384615384616
2900,alley oop layup shot,187,258,0.7248062015503876
2900,running tip-in,3,3,1.0
2900,de souza jump,1,1,1.0
2900,de souza driving layup,1,1,1.0
2900,running tip,25,28,0.8928571428571429
2900,running 3pt,5,5,1.0
2900,driving reverse layup,720,980,0.7346938775510204
2900,running reverse layup,70,90,0.7777777777777778
2900,putback dunk,703,764,0.9201570680628273
2900,driving jump,214,366,0.5846994535519126
2900,turnaround fade away,636,1142,0.5569176882661997
2900,putback layup,1030,1233,0.8353609083536091
2900,running slam dunk,117,119,0.9831932773109243
2900,turnaround bank,279,352,0.7926136363636364
2900,floating jump,937,1402,0.6683309557774608
2900,jump bank hook,39,43,0.9069767441860465
2900,driving bank hook,16,21,0.7619047619047619
2900,step back jump,591,936,0.6314102564102564
2900,finger roll layup,647,850,0.7611764705882353
2900,driving finger roll layup,1078,1369,0.787436084733382
2900,driving slam dunk,479,489,0.9795501022494888
2900,pullup jump,1811,2639,0.6862447896930656
2900,fade away bank,88,110,0.8
2900,running bank hook,13,16,0.8125
2900,putback slam dunk,213,220,0.9681818181818181
2900,running bank,556,706,0.7875354107648725
2900,running finger roll layup,99,118,0.8389830508474576
2900,reverse slam dunk,82,85,0.9647058823529412
2900,driving bank,95,112,0.8482142857142857
2900,pullup bank,82,95,0.8631578947368421
2900,turnaround bank hook,24,31,0.7741935483870968
2900,putback reverse dunk,3,4,0.75
3000,hook,3727,8316,0.44817219817219817
3000,jump bank,2758,4139,0.6663445276636869
3000,jump,66415,190607,0.34843945920139346
3000,turnaround jump,4776,9196,0.5193562418442801
3000,running dunk,469,483,0.9710144927536232
3000,driving layup,19475,26239,0.7422157856625634
3000,running jump,5400,9687,0.5574481263549086
3000,follow up dunk,488,538,0.9070631970260223
3000,dunk,8682,9970,0.8708124373119358
3000,fade away,766,1226,0.6247960848287113
3000,reverse layup,4133,6107,0.676764368757164
3000,layup,34778,76270,0.4559853153271273
3000,driving dunk,2334,2505,0.9317365269461078
3000,tip,4172,8612,0.48444031583836505
3000,driving finger roll,599,785,0.7630573248407644
3000,slam dunk,5198,5304,0.9800150829562594
3000,turnaround hook,807,1352,0.5968934911242604
3000,alley oop layup,804,1105,0.7276018099547511
3000,running hook,808,1421,0.5686136523574947
3000,alley oop dunk,2344,2583,0.9074719318621758
3000,running layup,1506,2253,0.6684420772303595
3000,jump hook,1986,3380,0.5875739644970415
3000,tip-in,11,71,0.15492957746478872
3000,turnaround finger roll,20,23,0.8695652173913043
3000,hook bank,160,194,0.8247422680412371
3000,reverse dunk,407,445,0.9146067415730337
3000,3pt,32371,87414,0.37031825565698856
3000,fade away jumper,3028,5395,0.5612604263206673
3000,driving hook,274,489,0.5603271983640081
3000,finger roll,259,377,0.6870026525198939
3000,running finger roll,40,51,0.7843137254901961
3000,running finger,37,52,0.7115384615384616
3000,alley oop layup shot,187,258,0.7248062015503876
3000,running tip-in,3,3,1.0
3000,de souza jump,1,1,1.0
3000,de souza driving layup,1,1,1.0
3000,running tip,26,29,0.896551724137931
3000,running 3pt,5,5,1.0
3000,driving reverse layup,763,1037,0.7357762777242044
3000,running reverse layup,70,91,0.7692307692307693
3000,putback dunk,761,830,0.9168674698795181
3000,driving jump,226,384,0.5885416666666666
3000,turnaround fade away,681,1223,0.5568274734260016
3000,putback layup,1091,1311,0.8321891685736079
3000,running slam dunk,127,129,0.9844961240310077
3000,turnaround bank,294,372,0.7903225806451613
3000,floating jump,1019,1511,0.6743878226340172
3000,jump bank hook,41,46,0.8913043478260869
3000,driving bank hook,16,21,0.7619047619047619
3000,step back jump,630,1009,0.624380574826561
3000,finger roll layup,688,906,0.7593818984547461
3000,driving finger roll layup,1152,1461,0.7885010266940452
3000,driving slam dunk,519,530,0.9792452830188679
3000,pullup jump,2035,2970,0.6851851851851852
3000,fade away bank,93,115,0.808695652173913
3000,running bank hook,13,17,0.7647058823529411
3000,putback slam dunk,228,235,0.9702127659574468
3000,running bank,597,758,0.787598944591029
3000,running finger roll layup,102,121,0.8429752066115702
3000,reverse slam dunk,83,86,0.9651162790697675
3000,driving bank,101,118,0.8559322033898306
3000,pullup bank,84,99,0.8484848484848485
3000,turnaround bank hook,28,36,0.7777777777777778
3000,putback reverse dunk,3,4,0.75
3100,hook,3831,8549,0.44812258743712713
3100,jump bank,2827,4247,0.6656463385919472
3100,jump,68120,195794,0.3479166879475367
3100,turnaround jump,4903,9478,0.5173032285292256
3100,running dunk,489,503,0.9721669980119284
3100,driving layup,20163,27201,0.7412595125179221
3100,running jump,5545,9992,0.5549439551641313
3100,follow up dunk,488,538,0.9070631970260223
3100,dunk,9040,10371,0.8716613634172211
3100,fade away,766,1226,0.6247960848287113
3100,reverse layup,4266,6303,0.6768205616373155
3100,layup,35880,78835,0.4551277985666265
3100,driving dunk,2407,2586,0.9307811291569992
3100,tip,4301,8890,0.48380202474690664
3100,driving finger roll,599,785,0.7630573248407644
3100,slam dunk,5339,5451,0.979453311319024
3100,turnaround hook,835,1395,0.5985663082437276
3100,alley oop layup,855,1168,0.7320205479452054
3100,running hook,851,1483,0.5738368172623062
3100,alley oop dunk,2432,2677,0.9084796413896152
3100,running layup,1556,2321,0.6704006893580353
3100,jump hook,2038,3463,0.5885070747906439
3100,tip-in,11,71,0.15492957746478872
3100,turnaround finger roll,20,23,0.8695652173913043
3100,hook bank,165,200,0.825
3100,reverse dunk,415,453,0.9161147902869757
3100,3pt,33741,91078,0.3704626803399284
3100,fade away jumper,3175,5660,0.5609540636042403
3100,driving hook,287,515,0.5572815533980583
3100,finger roll,259,377,0.6870026525198939
3100,running finger roll,40,51,0.7843137254901961
3100,running finger,37,52,0.7115384615384616
3100,alley oop layup shot,187,258,0.7248062015503876
3100,running tip-in,3,3,1.0
3100,de souza jump,1,1,1.0
3100,de souza driving layup,1,1,1.0
3100,running tip,26,29,0.896551724137931
3100,running 3pt,5,5,1.0
3100,driving reverse layup,817,1113,0.734052111410602
3100,running reverse layup,75,97,0.7731958762886598
3100,putback dunk,818,890,0.9191011235955057
3100,driving jump,238,401,0.5935162094763092
3100,turnaround fade away,733,1322,0.5544629349470499
3100,putback layup,1168,1402,0.833095577746077
3100,running slam dunk,136,138,0.9855072463768116
3100,turnaround bank,315,404,0.7797029702970297
3100,floating jump,1095,1628,0.6726044226044227
3100,jump bank hook,43,49,0.8775510204081632
3100,driving bank hook,17,22,0.7727272727272727
3100,step back jump,686,1100,0.6236363636363637
3100,finger roll layup,715,941,0.7598299681190224
3100,driving finger roll layup,1215,1551,0.7833655705996132
3100,driving slam dunk,571,583,0.9794168096054888
3100,pullup jump,2257,3265,0.691271056661562
3100,fade away bank,102,125,0.816
3100,running bank hook,14,19,0.7368421052631579
3100,putback slam dunk,238,245,0.9714285714285714
3100,running bank,630,800,0.7875
3100,running finger roll layup,104,124,0.8387096774193549
3100,reverse slam dunk,85,88,0.9659090909090909
3100,driving bank,109,127,0.8582677165354331
3100,pullup bank,87,105,0.8285714285714286
3100,turnaround bank hook,30,39,0.7692307692307693
3100,putback reverse dunk,3,4,0.75
3200,hook,3930,8753,0.4489889180852279
3200,jump bank,2894,4358,0.664066085360257
3200,jump,70011,201215,0.34794125686454785
3200,turnaround jump,5038,9759,0.516241418178092
3200,running dunk,504,518,0.972972972972973
3200,driving layup,20882,28223,0.7398929950749389
3200,running jump,5692,10294,0.5529434622109967
3200,follow up dunk,488,538,0.9070631970260223
3200,dunk,9361,10732,0.8722512113306001
3200,fade away,766,1226,0.6247960848287113
3200,reverse layup,4370,6470,0.6754250386398764
3200,layup,36970,81261,0.4549537908713897
3200,driving dunk,2482,2668,0.9302848575712144
3200,tip,4445,9187,0.4838358550125177
3200,driving finger roll,599,785,0.7630573248407644
3200,slam dunk,5484,5599,0.9794606179674942
3200,turnaround hook,855,1430,0.5979020979020979
3200,alley oop layup,890,1220,0.7295081967213115
3200,running hook,880,1530,0.5751633986928104
3200,alley oop dunk,2519,2769,0.9097146984470929
3200,running layup,1600,2392,0.6688963210702341
3200,jump hook,2095,3577,0.5856863293262511
3200,tip-in,11,71,0.15492957746478872
3200,turnaround finger roll,20,23,0.8695652173913043
3200,hook bank,171,209,0.8181818181818182
3200,reverse dunk,430,468,0.9188034188034188
3200,3pt,35148,94833,0.3706304767327829
3200,fade away jumper,3300,5898,0.5595116988809766
3200,driving hook,294,525,0.56
3200,finger roll,259,377,0.6870026525198939
3200,running finger roll,40,51,0.7843137254901961
3200,running finger,37,52,0.7115384615384616
3200,alley oop layup shot,187,258,0.7248062015503876
3200,running tip-in,3,3,1.0
3200,de souza jump,1,1,1.0
3200,de souza driving layup,1,1,1.0
3200,running tip,27,30,0.9
3200,running 3pt,5,5,1.0
3200,driving reverse layup,865,1190,0.726890756302521
3200,running reverse layup,77,101,0.7623762376237624
3200,putback dunk,860,935,0.9197860962566845
3200,driving jump,255,429,0.5944055944055944
3200,turnaround fade away,777,1412,0.5502832861189801
3200,putback layup,1226,1466,0.8362892223738063
3200,running slam dunk,145,147,0.9863945578231292
3200,turnaround bank,337,431,0.7819025522041764
3200,floating jump,1172,1736,0.6751152073732719
3200,jump bank hook,46,54,0.8518518518518519
3200,driving bank hook,19,25,0.76
3200,step back jump,738,1181,0.6248941574936494
3200,finger roll layup,738,969,0.7616099071207431
3200,driving finger roll layup,1291,1646,0.784325637910085
3200,driving slam dunk,614,627,0.9792663476874003
3200,pullup jump,2419,3495,0.6921316165951359
3200,fade away bank,107,131,0.816793893129771
3200,running bank hook,15,20,0.75
3200,putback slam dunk,245,252,0.9722222222222222
3200,running bank,666,852,0.7816901408450704
3200,running finger roll layup,107,127,0.84251968503937
3200,reverse slam dunk,91,94,0.9680851063829787
3200,driving bank,113,132,0.8560606060606061
3200,pullup bank,90,108,0.8333333333333334
3200,turnaround bank hook,31,40,0.775
3200,putback reverse dunk,3,4,0.75
3300,hook,4036,8997,0.448593975769701
3300,jump bank,2964,4484,0.6610169491525424
3300,jump,71930,206632,0.34810677920167254
3300,turnaround jump,5172,10058,0.5142175382779877
3300,running dunk,532,546,0.9743589743589743
3300,driving layup,21581,29199,0.7391006541319908
3300,running jump,5846,10599,0.5515614680630249
3300,follow up dunk,488,538,0.9070631970260223
3300,dunk,9691,11115,0.871884840305893
3300,fade away,766,1226,0.6247960848287113
3300,reverse layup,4499,6661,0.6754241104939198
3300,layup,38042,83621,0.4549335693187118
3300,driving dunk,2567,2759,0.9304095686843059
3300,tip,4601,9520,0.4832983193277311
3300,driving finger roll,599,785,0.7630573248407644
3300,slam dunk,5624,5745,0.9789382071366406
3300,turnaround hook,883,1489,0.5930154466084621
3300,alley oop layup,916,1263,0.7252573238321457
3300,running hook,911,1588,0.5736775818639799
3300,alley oop dunk,2597,2856,0.9093137254901961
3300,running layup,1678,2497,0.672006407689227
3300,jump hook,2166,3686,0.5876288659793815
3300,tip-in,11,71,0.15492957746478872
3300,turnaround finger roll,20,23,0.8695652173913043
3300,hook bank,175,214,0.8177570093457944
3300,reverse dunk,445,484,0.9194214876033058
3300,3pt,36432,98372,0.3703492863823039
3300,fade away jumper,3449,6188,0.5573691014867486
3300,driving hook,302,545,0.5541284403669725
3300,finger roll,259,377,0.6870026525198939
3300,running finger roll,40,51,0.7843137254901961
3300,running finger,37,52,0.7115384615384616
3300,alley oop layup shot,187,258,0.7248062015503876
3300,running tip-in,3,3,1.0
3300,de souza jump,1,1,1.0
3300,de souza driving layup,1,1,1.0
3300,running tip,30,34,0.8823529411764706
3300,running 3pt,5,5,1.0
3300,driving reverse layup,908,1258,0.7217806041335453
3300,running reverse layup,78,104,0.75
3300,putback dunk,917,998,0.9188376753507014
3300,driving jump,269,452,0.5951327433628318
3300,turnaround fade away,817,1496,0.5461229946524064
3300,putback layup,1305,1563,0.8349328214971209
3300,running slam dunk,154,157,0.9808917197452229
3300,turnaround bank,347,447,0.7762863534675615
3300,floating jump,1234,1830,0.6743169398907104
3300,jump bank hook,49,57,0.8596491228070176
3300,driving bank hook,19,25,0.76
3300,step back jump,806,1290,0.6248062015503876
3300,finger roll layup,763,1004,0.7599601593625498
3300,driving finger roll layup,1356,1724,0.7865429234338747
3300,driving slam dunk,646,661,0.9773071104387292
3300,pullup jump,2603,3758,0.692655667908462
3300,fade away bank,114,139,0.8201438848920863
3300,running bank hook,16,21,0.7619047619047619
3300,putback slam dunk,257,264,0.9734848484848485
3300,running bank,692,888,0.7792792792792793
3300,running finger roll layup,110,130,0.8461538461538461
3300,reverse slam dunk,98,101,0.9702970297029703
3300,driving bank,120,139,0.8633093525179856
3300,pullup bank,95,115,0.8260869565217391
3300,turnaround bank hook,35,44,0.7954545454545454
3300,putback reverse dunk,3,4,0.75
3400,hook,4151,9229,0.4497778740925344
3400,jump bank,3052,4618,0.6608921611087051
3400,jump,73770,212087,0.3478289569846337
3400,turnaround jump,5283,10297,0.5130620569097796
3400,running dunk,546,561,0.9732620320855615
3400,driving layup,22285,30159,0.738917072847243
3400,running jump,5988,10920,0.5483516483516484
3400,follow up dunk,488,538,0.9070631970260223
3400,dunk,10035,11507,0.8720778656469975
3400,fade away,766,1226,0.6247960848287113
3400,reverse layup,4614,6827,0.675845905961623
3400,layup,39167,86127,0.4547586703356671
3400,driving dunk,2657,2856,0.9303221288515406
3400,tip,4740,9799,0.4837228288600878
3400,driving finger roll,599,785,0.7630573248407644
3400,slam dunk,5793,5915,0.979374471682164
3400,turnaround hook,913,1542,0.5920881971465629
3400,alley oop layup,948,1312,0.7225609756097561
3400,running hook,949,1649,0.5755003032140691
3400,alley oop dunk,2692,2961,0.9091523134076326
3400,running layup,1737,2583,0.6724738675958188
3400,jump hook,2230,3783,0.5894792492730637
3400,tip-in,11,71,0.15492957746478872
3400,turnaround finger roll,20,23,0.8695652173913043
3400,hook bank,185,225,0.8222222222222222
3400,reverse dunk,459,502,0.9143426294820717
3400,3pt,37755,101910,0.37047394760082425
3400,fade away jumper,3586,6454,0.5556244189649829
3400,driving hook,315,567,0.5555555555555556
3400,finger roll,259,377,0.6870026525198939
3400,running finger roll,40,51,0.7843137254901961
3400,running finger,37,52,0.7115384615384616
3400,alley oop layup shot,187,258,0.7248062015503876
3400,running tip-in,3,3,1.0
3400,de souza jump,1,1,1.0
3400,de souza driving layup,1,1,1.0
3400,running tip,31,35,0.8857142857142857
3400,running 3pt,5,5,1.0
3400,driving reverse layup,951,1319,0.7210007581501138
3400,running reverse layup,85,112,0.7589285714285714
3400,putback dunk,977,1062,0.9199623352165726
3400,driving jump,280,476,0.5882352941176471
3400,turnaround fade away,855,1569,0.5449330783938815
3400,putback layup,1376,1654,0.8319226118500604
3400,running slam dunk,163,166,0.9819277108433735
3400,turnaround bank,366,476,0.7689075630252101
3400,floating jump,1301,1936,0.672004132231405
3400,jump bank hook,50,59,0.847457627118644
3400,driving bank hook,19,25,0.76
3400,step back jump,846,1354,0.6248153618906942
3400,finger roll layup,789,1039,0.7593840230991338
3400,driving finger roll layup,1438,1817,0.7914144193725922
3400,driving slam dunk,677,696,0.9727011494252874
3400,pullup jump,2776,4001,0.6938265433641589
3400,fade away bank,117,143,0.8181818181818182
3400,running bank hook,18,23,0.782608695652174
3400,putback slam dunk,262,269,0.9739776951672863
3400,running bank,733,945,0.7756613756613756
3400,running finger roll layup,113,134,0.8432835820895522
3400,reverse slam dunk,106,111,0.954954954954955
3400,driving bank,129,148,0.8716216216216216
3400,pullup bank,99,119,0.8319327731092437
3400,turnaround bank hook,37,47,0.7872340425531915
3400,putback reverse dunk,3,4,0.75
3500,hook,4267,9478,0.45020046423296056
3500,jump bank,3135,4754,0.6594446781657551
3500,jump,75514,217178,0.34770556870401237
3500,turnaround jump,5412,10555,0.5127427759355756
3500,running dunk,564,581,0.9707401032702238
3500,driving layup,22958,31104,0.7381044238683128
3500,running jump,6153,11226,0.5481026189203635
3500,follow up dunk,488,538,0.9070631970260223
3500,dunk,10363,11891,0.8714994533680935
3500,fade away,766,1226,0.6247960848287113
3500,reverse layup,4726,7008,0.6743721461187214
3500,layup,40197,88518,0.45411102826543753
3500,driving dunk,2712,2920,0.9287671232876712
3500,tip,4867,10114,0.48121415859205063
3500,driving finger roll,599,785,0.7630573248407644
3500,slam dunk,5965,6092,0.9791529875246224
3500,turnaround hook,937,1594,0.5878293601003765
3500,alley oop layup,983,1367,0.7190929041697147
3500,running hook,986,1707,0.5776215582893967
3500,alley oop dunk,2773,3055,0.9076923076923077
3500,running layup,1793,2672,0.6710329341317365
3500,jump hook,2301,3901,0.5898487567290438
3500,tip-in,11,71,0.15492957746478872
3500,turnaround finger roll,20,23,0.8695652173913043
3500,hook bank,190,232,0.8189655172413793
3500,reverse dunk,466,512,0.91015625
3500,3pt,39124,105624,0.3704082405513898
3500,fade away jumper,3759,6761,0.5559828427747374
3500,driving hook,325,586,0.5546075085324232
3500,finger roll,259,377,0.6870026525198939
3500,running finger roll,40,51,0.7843137254901961
3500,running finger,37,52,0.7115384615384616
3500,alley oop layup shot,187,258,0.7248062015503876
3500,running tip-in,3,3,1.0
3500,de souza jump,1,1,1.0
3500,de souza driving layup,1,1,1.0
3500,running tip,32,37,0.8648648648648649
3500,running 3pt,5,5,1.0
3500,driving reverse layup,1003,1395,0.7189964157706094
3500,running reverse layup,90,119,0.7563025210084033
3500,putback dunk,1032,1121,0.9206066012488849
3500,driving jump,293,507,0.5779092702169625
3500,turnaround fade away,900,1647,0.546448087431694
3500,putback layup,1442,1728,0.8344907407407407
3500,running slam dunk,168,172,0.9767441860465116
3500,turnaround bank,381,495,0.7696969696969697
3500,floating jump,1382,2063,0.6698982064953951
3500,jump bank hook,55,64,0.859375
3500,driving bank hook,20,26,0.7692307692307693
3500,step back jump,913,1458,0.6262002743484225
3500,finger roll layup,834,1097,0.7602552415679125
3500,driving finger roll layup,1515,1915,0.7911227154046997
3500,driving slam dunk,711,730,0.9739726027397261
3500,pullup jump,2961,4258,0.6953968999530296
3500,fade away bank,121,149,0.8120805369127517
3500,running bank hook,21,27,0.7777777777777778
3500,putback slam dunk,271,279,0.9713261648745519
3500,running bank,762,981,0.7767584097859327
3500,running finger roll layup,119,141,0.8439716312056738
3500,reverse slam dunk,116,121,0.9586776859504132
3500,driving bank,132,151,0.8741721854304636
3500,pullup bank,108,130,0.8307692307692308
3500,turnaround bank hook,39,50,0.78
3500,putback reverse dunk,3,4,0.75
3600,hook,4379,9704,0.4512572135201979
